Date,ipo_name,issue_size_cr,qib_subscription,hni_subscription,rii_subscription,total_subscription,issue_price,listing_open,listing_close,listing_gains_pct,cmp,Current  Gains (%),Year,Month,Quarter,listing_gain_abs,performance_category,nifty_close,nifty_30d_return,Month_Name
2016-02-08,Precision Camsh,410.0,2.62,0.73,2.01,1.91,186.0,165.0,177.25,-4.7,109.05,-41.37,2016,2,1,-8.75,Loss,7387.25,-6.027184663626361,Feb
2016-02-12,TeamLease Ser.,273.68,26.97,185.24,10.61,66.02,850.0,860.0,1021.95,20.23,4256.05,400.71,2016,2,1,171.95000000000005,Moderate,6980.95,-12.14897405727159,Feb
2016-02-18,Quick Heal Tech,450.0,4.34,36.69,3.82,10.8,321.0,305.0,254.45,-20.73,303.25,-5.53,2016,2,1,-66.55000000000001,Loss,7191.75,-7.095336519829476,Feb
2016-04-01,Bharat Wire Rop,70.0,1.01,2.02,2.08,1.21,45.0,47.25,45.4,0.89,79.05,75.67,2016,4,2,0.3999999999999986,Weak,7713.05,9.432128542546025,Apr
2016-04-21,Equitas Holding,2159.0,14.93,57.29,1.4,17.21,110.0,145.1,135.25,22.95,128.5,16.82,2016,4,2,25.25,Moderate,7912.05,7.371570869267252,Apr
2016-05-09,Thyrocare Techn,479.21,73.18,225.3,8.73,73.55,446.0,662.0,618.1,38.59,1306.5,192.94,2016,5,2,172.10000000000002,Strong,7866.05,2.100139533374445,May
2016-05-10,Ujjivan Financi,358.16,33.84,135.45,4.02,40.68,210.0,231.9,231.6,10.29,239.75,14.17,2016,5,2,21.599999999999994,Moderate,7887.8,2.241117836912987,May
2016-05-19,Parag Milk Food,764.3,1.15,3.08,2.12,1.83,215.0,230.0,247.8,15.26,138.55,-35.56,2016,5,2,32.80000000000001,Moderate,7783.4,0.3170593390730447,May
2016-07-01,Mahanagar Gas,1039.64,72.84,191.61,6.82,64.54,421.0,540.0,519.9,23.49,1165.95,176.95,2016,7,3,98.89999999999998,Moderate,8328.35,7.466740648025083,Jul
2016-07-12,Quess Corp,400.0,59.02,392.21,31.23,143.99,317.0,500.0,503.0,58.68,867.2,173.56,2016,7,3,186.0,Blockbuster,8521.05,4.188420859570807,Jul
2016-07-21,L&T Infotech,1242.0,19.91,10.76,7.39,11.69,710.0,667.0,697.65,-1.74,4684.8,559.83,2016,7,3,-12.350000000000025,Loss,8510.1,2.8653277811689915,Jul
2016-08-01,Advanced Enzyme,60.0,94.03,393.1,11.67,116.02,896.0,1210.0,235.66,-73.7,399.45,-55.42,2016,8,3,-660.34,Loss,8636.55,5.707938606154062,Aug
2016-08-11,Dilip Buildcon,430.0,0.0,0.0,0.0,0.0,219.0,240.0,251.95,15.05,560.0,155.71,2016,8,3,32.94999999999999,Moderate,8592.15,4.731228668941978,Aug
2016-08-12,S P Apparels,215.0,1.0,0.45,0.54,0.66,268.0,275.0,295.0,10.07,324.05,20.91,2016,8,3,27.0,Moderate,8672.15,4.638170794244512,Aug
2016-08-31,RBL Bank,1100.0,85.08,198.06,5.7,69.62,225.0,274.4,299.3,33.02,192.95,-14.24,2016,8,3,74.30000000000001,Strong,8786.2,3.021029366070449,Aug
2016-09-23,L&T Technology,900.0,5.01,1.03,1.74,2.52,860.0,900.0,865.1,0.59,3720.0,332.56,2016,9,3,5.100000000000023,Weak,8831.55,1.766485178463384,Sep
2016-09-27,GNA Axles,130.41,17.18,217.47,11.84,54.88,207.0,252.0,233.45,12.78,651.0,214.49,2016,9,3,26.44999999999999,Moderate,8706.4,1.3297021118113594,Sep
2016-09-29,ICICI Prudentia,6057.0,11.83,28.55,1.42,10.48,334.0,329.0,297.65,-10.88,631.6,89.1,2016,9,3,-36.35000000000002,Loss,8591.25,-0.5935748129892171,Sep
2016-10-04,HPL Electric & ,361.0,5.77,22.2,3.31,8.06,202.0,190.0,189.05,-6.41,83.55,-58.64,2016,10,4,-12.949999999999989,Loss,8769.15,1.1797759291096055,Oct
2016-10-19,Endurance Techn,1161.0,1.7,0.13,0.82,0.92,472.0,572.0,647.7,37.22,1734.0,267.37,2016,10,4,175.70000000000005,Strong,8659.1,-1.3168616412050582,Oct
2016-11-07,PNB Housing Fin,3000.0,37.33,86.17,1.32,29.53,775.0,860.0,890.6,14.92,677.25,-12.61,2016,11,4,115.60000000000002,Moderate,8497.05,-4.17707458175689,Nov
2016-11-08,Varun Beverages,1114.0,4.94,0.42,0.82,1.86,445.0,430.0,205.29,-53.87,758.4,70.43,2016,11,4,-239.71,Loss,8543.55,-3.2610357185318573,Nov
2016-12-09,Sheela Foam,178.5,14.51,3.35,0.44,5.09,730.0,860.0,1032.0,41.37,2385.0,226.71,2016,12,4,302.0,Strong,8261.75,-4.103189112329875,Dec
2016-12-19,Laurus Labs,560.7,10.54,3.57,1.58,4.53,428.0,489.9,96.1,-77.55,640.65,49.68,2016,12,4,-331.9,Loss,8104.35,-3.905735882614492,Dec
2017-02-03,BSE Limited,1243.0,48.64,159.03,6.48,51.22,806.0,1085.0,1069.2,32.66,1248.8,54.94,2017,2,1,263.20000000000005,Strong,8740.95,9.548069331127572,Feb
2017-03-17,Music Broadcast,488.53,39.78,109.13,9.85,39.67,333.0,413.0,59.7,-82.07,24.6,-92.61,2017,3,1,-273.3,Loss,9160.05,5.089830664035611,Mar
2017-03-21,Avenue Supermar,1870.0,144.61,277.74,7.3,104.48,299.0,604.0,640.75,114.3,3500.55,1070.75,2017,3,1,341.75,Blockbuster,9121.5,4.353645770768622,Mar
2017-03-31,CL Educate,238.95,3.65,0.21,1.63,1.9,500.0,398.0,417.9,-16.42,159.65,-68.07,2017,3,1,-82.10000000000002,Loss,9173.75,5.146881841209439,Mar
2017-04-05,Shankara Buildi,232.96,51.62,90.68,15.35,41.88,460.0,545.0,632.8,37.57,654.25,42.23,2017,4,2,172.79999999999995,Strong,9265.15,5.0268088917102105,Apr
2017-05-09,S Chand and Co,325.0,44.27,204.65,6.07,59.49,670.0,675.85,675.85,0.87,141.0,-78.96,2017,5,2,5.850000000000023,Weak,9316.85,2.537336429569814,May
2017-05-19,HUDCO,1224.0,55.45,330.36,10.79,79.53,58.0,76.5,72.5,25.0,45.3,-21.9,2017,5,2,14.5,Moderate,9427.9,1.7565824622375326,May
2017-05-29,PSP Projects,211.68,8.38,10.39,6.47,8.58,210.0,195.0,208.95,-0.5,464.75,121.31,2017,5,2,-1.0500000000000114,Loss,9604.9,4.962407658346812,May
2017-06-06,IndiGrid InvIT ,2250.0,1.14,1.6,0.0,1.35,100.0,99.7,95.08,-4.92,141.25,41.25,2017,6,2,-4.920000000000002,Loss,9637.15,4.547648880716415,Jun
2017-06-27,Tejas Networks,326.69,2.16,0.48,3.1,1.88,257.0,257.7,263.3,2.45,258.3,0.51,2017,6,2,6.300000000000011,Weak,9511.4,0.698752832066396,Jun
2017-06-29,Eris Life,1741.1,4.68,0.45,3.51,3.29,603.0,612.0,601.05,-0.32,792.1,31.36,2017,6,2,-1.9500000000000453,Loss,9504.1,-0.2272786919665037,Jun
2017-06-30,CDSL,523.99,148.71,563.03,23.83,170.16,149.0,250.0,261.6,75.57,1331.45,793.59,2017,6,2,112.60000000000002,Blockbuster,9520.9,0.9698338715407484,Jun
2017-07-04,GTPL Hathway,484.8,1.48,2.48,0.99,1.53,170.0,170.0,171.65,0.97,191.35,12.56,2017,7,3,1.6500000000000057,Weak,9613.3,1.854687044738168,Jul
2017-07-10,AU Small Financ,1912.51,78.77,143.51,3.52,53.6,358.0,544.0,541.2,51.17,1219.9,240.75,2017,7,3,183.20000000000005,Blockbuster,9771.05,1.8337484757845024,Jul
2017-07-25,Salasar Techno ,35.87,0.0,487.18,58.59,277.28,108.0,259.45,272.1,151.94,342.0,216.67,2017,7,3,164.10000000000002,Blockbuster,9964.55,3.620377688116138,Jul
2017-08-10,SIS,362.25,5.64,1.65,18.67,6.92,815.0,875.0,378.35,-53.58,485.0,-40.49,2017,8,3,-436.65,Loss,9820.25,3.3264591071221927,Aug
2017-08-11,Cochin Shipyard,1454.0,63.51,288.87,8.12,76.06,432.0,461.0,522.0,20.83,376.45,-12.86,2017,8,3,90.0,Moderate,9710.8,1.9945593378777104,Aug
2017-09-04,Apex Frozen,152.25,1.91,7.82,8.53,6.14,175.0,202.0,209.85,19.91,377.2,115.54,2017,9,3,34.849999999999994,Moderate,9912.85,0.4005752889105096,Sep
2017-09-18,Bharat Road Net,600.65,1.33,1.63,5.16,1.75,205.0,205.0,208.15,1.54,34.8,-83.02,2017,9,3,3.1500000000000057,Weak,10153.1,1.392599102225467,Sep
2017-09-18,Dixon Technolog,599.28,134.66,345.62,9.46,117.27,1766.0,2725.0,578.56,-67.24,4300.95,143.54,2017,9,3,-1187.44,Loss,10153.1,1.392599102225467,Sep
2017-09-21,Matrimony.com,501.07,1.88,0.41,18.16,4.44,985.0,985.0,901.2,-8.51,1154.6,17.22,2017,9,3,-83.79999999999995,Loss,10121.9,1.4365814672472554,Sep
2017-09-25,Capacite Infra,400.0,131.32,638.05,17.57,183.03,250.0,360.0,342.4,36.96,228.35,-8.66,2017,9,3,92.39999999999998,Strong,9872.6,0.5330821516763784,Sep
2017-09-27,ICICI Lombard ,5700.94,8.93,0.83,1.23,2.98,661.0,651.0,681.55,3.11,1475.6,123.24,2017,9,3,20.549999999999955,Weak,9735.75,-0.5962743066013854,Sep
2017-10-03,SBI Life Insura,8400.0,12.56,0.7,0.81,3.55,700.0,735.0,708.0,1.14,1099.7,57.1,2017,10,4,8.0,Weak,9859.5,0.2246528554292748,Oct
2017-10-05,Prataap Snacks ,481.94,76.89,101.15,7.62,46.97,938.0,1250.0,1178.3,25.62,740.0,-21.11,2017,10,4,240.29999999999995,Moderate,9888.7,1.2610656849844748,Oct
2017-10-16,Godrej Agrovet,1157.31,150.96,236.04,7.67,95.41,460.0,615.0,595.55,29.47,694.0,50.87,2017,10,4,135.54999999999995,Moderate,10230.85,2.5710819698428145,Oct
2017-10-23,IEX,1000.7,2.56,0.85,2.61,2.28,1650.0,1500.0,162.65,-90.14,430.8,-73.89,2017,10,4,-1487.35,Loss,10184.85,2.567498162116433,Oct
2017-10-25,General Insuran,11372.0,2.25,0.22,0.63,1.38,912.0,870.4,435.2,-52.28,180.15,-80.25,2017,10,4,-476.8,Loss,10295.35,2.891250793270084,Oct
2017-11-06,Nippon,1542.0,118.41,209.44,5.23,81.33,252.0,289.0,284.0,12.7,399.95,58.71,2017,11,4,32.0,Moderate,10451.8,3.25926950473725,Nov
2017-11-10,Mahindra Logist,829.36,15.61,2.07,6.11,7.9,429.0,425.0,429.15,0.03,748.2,74.41,2017,11,4,0.1499999999999772,Weak,10321.75,6.019053488431814,Nov
2017-11-14,Khadim India,493.06,2.45,0.18,2.34,1.9,750.0,727.0,688.5,-8.2,293.85,-60.82,2017,11,4,-61.5,Loss,10186.6,4.065954273338379,Nov
2017-11-17,HDFC Life,8695.01,16.6,2.29,0.9,4.89,290.0,313.0,344.25,18.71,665.1,129.34,2017,11,4,54.25,Moderate,10283.6,3.9934470658428367,Nov
2017-12-15,Shalby ,504.8,4.34,0.42,2.98,2.82,248.0,237.0,239.25,-3.53,193.8,-21.85,2017,12,4,-8.75,Loss,10333.25,-1.1408753886629983,Dec
2017-12-18,Future Supply,649.69,12.36,11.15,3.28,7.56,664.0,674.0,685.8,3.28,82.85,-87.52,2017,12,4,21.799999999999955,Weak,10388.75,-0.603245374002559,Dec
2017-12-29,Astron Paper & ,70.0,103.35,396.99,77.93,243.29,50.0,120.75,119.7,139.4,61.3,22.6,2017,12,4,69.7,Blockbuster,10530.7,3.093076188844579,Dec
2018-01-22,Apollo Micro Sy,156.0,101.93,958.07,40.19,248.51,275.0,478.0,454.1,65.13,115.9,-57.85,2018,1,1,179.10000000000002,Blockbuster,10966.2,6.824214735550127,Jan
2018-01-29,Newgen Software,424.62,15.62,5.52,5.18,8.25,245.0,256.0,253.0,3.27,609.0,148.57,2018,1,1,8.0,Weak,11130.4,8.567025292379116,Jan
2018-01-30,Amber Enterpris,600.0,174.99,519.26,11.65,165.42,859.0,1175.0,1237.25,44.03,2992.3,248.35,2018,1,1,378.25,Strong,11049.65,6.932959136767236,Jan
2018-02-08,Galaxy Surfacta,937.09,54.67,6.96,6.0,20.0,1480.0,1525.0,1698.1,14.74,3120.0,110.81,2018,2,1,218.0999999999999,Moderate,10576.85,0.8207230178967295,Feb
2018-02-26,Aster DM Health,980.14,2.1,0.55,1.18,1.31,190.0,182.0,179.85,-5.34,163.3,-14.05,2018,2,1,-10.150000000000006,Loss,10582.6,-0.6440588853838136,Feb
2018-03-09,HG Infra Engg,457.7,8.37,4.97,3.08,4.98,270.0,270.0,270.05,0.02,528.5,95.74,2018,3,1,0.0500000000000113,Weak,10226.85,-7.730721690410247,Mar
2018-03-23,Bharat Dynamics,960.94,1.5,0.5,1.41,1.3,428.0,360.0,390.7,-8.71,419.9,-1.89,2018,3,1,-37.30000000000001,Loss,9998.05,-4.568709612759758,Mar
2018-03-27,Bandhan Bank,4473.0,38.67,13.89,1.2,14.63,375.0,485.0,477.2,27.25,291.3,-22.32,2018,3,1,102.2,Moderate,10184.15,-2.590160641609962,Mar
2018-03-28,Hindustan Aeron,4229.0,1.73,0.03,0.39,0.99,1215.0,1159.0,1128.35,-7.13,1116.55,-8.1,2018,3,1,-86.65000000000009,Loss,10113.7,-4.042315994212375,Mar
2018-04-05,ICICI Securitie,4016.0,0.54,0.05,0.39,0.36,520.0,435.0,444.9,-14.44,731.6,40.69,2018,4,2,-75.10000000000002,Loss,10325.15,-0.5130848685731881,Apr
2018-05-21,Indostar Capita,1844.0,16.08,6.91,1.48,6.8,572.0,600.6,585.5,2.36,338.45,-40.83,2018,5,2,13.5,Weak,10516.7,1.7915908474970044,May
2018-07-02,Fine Organics,597.87,12.86,21.01,1.62,8.99,783.0,815.0,822.8,5.08,2998.1,282.9,2018,7,3,39.79999999999996,Weak,10657.3,1.3369212775870665,Jul
2018-07-02,RITES,453.6,71.72,194.56,15.74,67.24,185.0,190.0,170.16,-8.02,276.9,49.68,2018,7,3,-14.840000000000003,Loss,10657.3,1.3369212775870665,Jul
2018-07-30,TCNS Clothing C,1121.98,13.47,5.08,0.67,5.27,716.0,715.0,657.8,-8.13,584.65,-18.34,2018,7,3,-58.200000000000045,Loss,11319.55,4.812103871813034,Jul
2018-08-23,CreditAccess Gr,1126.44,5.52,0.98,0.88,2.22,422.0,393.0,420.8,-0.28,662.45,56.98,2018,8,3,-1.1999999999999886,Loss,11582.75,5.805110872593566,Aug
2018-10-08,AAVAS Financier,1729.2,2.77,0.26,0.25,0.97,821.0,758.0,773.15,-5.83,2523.3,207.34,2018,10,4,-47.85000000000002,Loss,10348.05,-10.568322256695684,Oct
2019-02-04,Xelpmoc Design ,23.0,1.24,7.69,2.64,3.25,66.0,56.0,58.8,-10.91,418.9,534.7,2019,2,1,-7.200000000000003,Loss,10912.25,1.4715454714524734,Feb
2019-02-07,Chalet Hotels,1628.84,4.66,1.1,0.03,1.57,280.0,291.0,290.4,3.71,176.35,-37.02,2019,2,1,10.399999999999975,Weak,11069.4,2.686506243158493,Feb
2019-03-29,MSTC,213.81,1.13,2.15,2.95,1.46,128.0,111.0,114.2,-10.78,284.05,121.91,2019,3,1,-13.799999999999995,Loss,11623.9,7.692022624413419,Mar
2019-04-01,Embassy Office,4750.0,2.15,3.09,0.31,2.57,300.0,300.0,314.1,4.7,362.51,20.84,2019,4,2,14.100000000000025,Weak,11669.15,8.590133118680821,Apr
2019-04-11,Rail Vikas,430.88,1.36,0.8,2.92,1.82,19.0,19.0,19.05,0.26,29.65,56.05,2019,4,2,0.0500000000000007,Weak,11596.7,7.027032015726387,Apr
2019-04-15,Metropolis,1200.18,8.88,3.03,2.21,5.84,880.0,960.0,959.55,9.04,2855.0,224.43,2019,4,2,79.54999999999995,Weak,11690.35,8.319203150335873,Apr
2019-07-04,Indiamart Inter,474.12,30.83,62.13,14.07,36.21,973.0,1180.0,1302.55,33.87,7135.65,633.37,2019,7,3,329.54999999999995,Strong,11946.75,1.7792790874006537,Jul
2019-08-20,Sterling & Wils,3125.0,1.02,0.89,0.3,0.85,780.0,700.0,725.35,-7.01,286.1,-63.32,2019,8,3,-54.64999999999998,Loss,11017.0,-6.723731389407462,Aug
2019-10-14,IRCTC,635.04,108.79,354.52,14.94,111.95,320.0,644.0,728.6,127.69,2329.6,628.0,2019,10,4,408.6,Blockbuster,11341.15,2.12330093153299,Oct
2019-12-04,CSB Bank,409.68,38.85,45.49,9.01,35.24,195.0,275.0,300.1,53.9,349.8,79.38,2019,12,4,105.10000000000002,Blockbuster,12043.2,3.925062670699453,Dec
2019-12-12,Ujjivan Small,750.0,110.72,473.0,49.09,165.68,37.0,58.75,55.9,51.08,28.8,-22.16,2019,12,4,18.9,Blockbuster,11971.8,1.078173943144689,Dec
2019-12-30,Prince Pipes,500.0,3.54,1.21,1.89,2.21,178.0,160.0,166.6,-6.4,685.7,285.22,2019,12,4,-11.400000000000006,Loss,12255.85,3.0297298546923424,Dec
2020-03-16,SBI Card,10286.2,57.18,45.23,2.5,26.54,755.0,658.0,683.2,-9.51,1036.45,37.28,2020,3,1,-71.79999999999995,Loss,9197.4,-23.112162580148976,Mar
2020-07-23,Rossari,496.25,2.75,4.34,2.51,2.97,425.0,670.0,742.35,74.67,1243.35,192.55,2020,7,3,317.35,Blockbuster,11215.45,13.26449202181379,Jul
2020-09-17,Happiest Minds ,702.02,77.43,351.46,70.94,150.98,166.0,351.0,371.0,123.49,1361.65,720.27,2020,9,3,205.0,Blockbuster,11516.1,2.820944362352296,Sep
2020-09-21,Route,600.0,89.76,192.81,12.67,73.3,350.0,708.0,651.1,86.03,2063.1,489.46,2020,9,3,301.1,Blockbuster,11250.55,-0.173910728783555,Sep
2020-10-01,Chemcon Special,318.0,113.54,449.14,41.21,149.33,340.0,731.0,584.8,72.0,502.0,47.65,2020,10,4,244.79999999999995,Blockbuster,11416.95,0.925991407506932,Oct
2020-10-01,CAMS,2244.33,73.18,111.85,5.55,46.99,1230.0,1535.0,1401.6,13.95,3344.45,171.91,2020,10,4,171.5999999999999,Moderate,11416.95,0.925991407506932,Oct
2020-10-05,Angel Broking,600.0,5.74,0.69,4.31,3.94,306.0,275.0,275.85,-9.85,1186.85,287.86,2020,10,4,-30.149999999999977,Loss,11503.35,1.1585880614865207,Oct
2020-10-12,Mazagon Dock,443.69,89.71,678.88,35.63,157.41,145.0,216.25,173.0,19.31,259.5,78.97,2020,10,4,28.0,Moderate,11930.95,2.4326899962223925,Oct
2020-10-12,UTI AMC,2159.88,3.34,0.93,2.32,2.31,554.0,476.2,476.6,-13.97,1042.05,88.1,2020,10,4,-77.39999999999998,Loss,11930.95,2.4326899962223925,Oct
2020-11-02,Equitas Bank,517.6,3.91,0.22,2.08,1.95,33.0,31.0,32.75,-0.76,63.2,91.52,2020,11,4,-0.25,Loss,11669.15,1.4272117653705507,Nov
2020-11-20,Gland,6479.55,6.4,0.51,0.24,2.06,1500.0,1710.0,1820.45,21.36,3920.0,161.33,2020,11,4,320.45000000000005,Moderate,12859.05,7.930452737070048,Nov
2020-12-14,Burger King,796.5,86.64,354.11,68.15,156.65,60.0,115.35,138.4,130.67,180.4,200.67,2020,12,4,78.4,Blockbuster,13558.15,16.454940562083408,Dec
2020-12-24,Bectors Food,540.54,176.85,620.86,29.33,198.02,288.0,501.0,595.55,106.79,427.9,48.58,2020,12,4,307.54999999999995,Blockbuster,13749.25,7.844444531596229,Dec
2021-01-01,Antony Waste,300.53,0.64,0.28,7.22,3.85,315.0,430.0,407.25,29.29,344.95,9.51,2021,1,1,92.25,Moderate,14018.5,8.349274438196819,Jan
2021-01-29,IRFC,4633.0,0.89,0.52,1.59,1.16,26.0,25.0,24.85,-4.42,23.0,-11.54,2021,1,1,-1.1499999999999986,Loss,13634.6,-0.3515388044757261,Jan
2021-02-02,Indigo Paints,1170.56,96.21,115.76,6.5,54.84,1490.0,2607.5,3118.65,109.31,2595.0,74.16,2021,2,1,1628.65,Blockbuster,14647.85,6.448143424499753,Feb
2021-02-03,Home First,1153.72,52.53,39.0,6.59,26.66,518.0,612.15,527.4,1.81,600.0,15.83,2021,2,1,9.399999999999975,Weak,14789.95,10.965682302451915,Feb
2021-02-05,Stove Kraft,412.63,8.02,32.72,26.04,18.03,385.0,498.0,445.95,15.83,772.15,100.56,2021,2,1,60.94999999999999,Moderate,14924.25,9.72825727330877,Feb
2021-02-25,Nureca,100.0,0.24,17.1,74.29,17.98,400.0,634.95,666.65,66.66,1728.35,332.09,2021,2,1,266.65,Blockbuster,15097.35,3.6560623693344008,Feb
2021-02-26,Railtel,819.24,22.03,51.4,7.08,20.68,94.0,109.0,121.4,29.15,139.0,47.87,2021,2,1,27.40000000000001,Moderate,14529.15,-0.4552741922223213,Feb
2021-03-05,Heranba,60.0,25.98,108.72,4.82,33.13,627.0,900.0,812.25,29.55,810.15,29.21,2021,3,1,185.25,Moderate,14938.1,2.3834246608203324,Mar
2021-03-15,MTAR Tech,596.41,52.01,522.35,12.78,133.18,575.0,990.05,1082.25,88.22,1438.85,150.23,2021,3,1,507.25,Blockbuster,14929.5,9.497161632904527,Mar
2021-03-19,Easy Trip,510.0,0.0,2.79,14.48,3.39,187.0,182.0,208.3,11.39,408.85,118.64,2021,3,1,21.30000000000001,Moderate,14744.0,-1.018082460315595,Mar
2021-03-24,Anupam Rasayan,760.0,30.8,62.06,4.62,23.86,555.0,534.7,525.9,-5.24,723.1,30.29,2021,3,1,-29.100000000000023,Loss,14549.4,-3.7056647230513606,Mar
2021-03-25,Craftsman,823.7,0.56,0.05,1.04,0.69,1490.0,1440.0,1433.0,-3.83,2001.75,34.35,2021,3,1,-57.0,Loss,14324.9,-5.173931751232919,Mar
2021-03-25,Laxmi Organic,600.0,1.13,0.73,4.41,2.68,130.0,173.0,164.6,26.62,261.55,101.19,2021,3,1,34.599999999999994,Moderate,14324.9,-5.173931751232919,Mar
2021-03-26,Kalyan Jeweller,1175.0,1.18,0.97,1.47,1.28,87.0,73.9,75.3,-13.45,70.9,-18.51,2021,3,1,-11.700000000000005,Loss,14507.3,-4.389289080160541,Mar
2021-03-26,Suryoday Small,582.34,2.18,1.31,3.09,2.37,305.0,274.75,276.2,-9.44,203.45,-33.3,2021,3,1,-28.80000000000001,Loss,14507.3,-4.389289080160541,Mar
2021-03-30,Nazara,582.91,52.82,148.42,34.49,75.04,1101.0,1971.0,1576.8,43.22,1850.0,68.03,2021,3,1,475.8,Strong,14845.1,-2.0984877961921167,Mar
2021-04-07,Barbeque Nat,453.6,0.0,0.0,0.0,0.0,500.0,492.0,590.4,18.08,878.7,75.74,2021,4,2,90.39999999999998,Moderate,14819.05,-1.085987952008283,Apr
2021-04-19,Macrotech Dev,2500.0,3.05,1.44,0.4,1.36,486.0,439.0,463.15,-4.7,853.45,75.61,2021,4,2,-22.850000000000023,Loss,14359.45,-3.751231642659403,Apr
2021-05-14,PowerGrid InvIT,7734.99,0.0,0.0,0.0,0.0,100.0,104.0,102.98,2.98,119.0,19.0,2021,5,2,2.980000000000004,Weak,14677.8,1.175270381118465,May
2021-06-24,Sona BLW,5550.0,1.57,0.22,0.66,1.04,291.0,302.4,362.85,24.69,438.9,50.82,2021,6,2,71.85000000000002,Moderate,15790.45,7.443609022556386,Jun
2021-06-24,Shyam Metalics,909.0,62.18,172.51,5.29,56.56,306.0,380.0,375.85,22.83,436.1,42.52,2021,6,2,69.85000000000002,Moderate,15790.45,7.443609022556386,Jun
2021-06-28,Dodla Dairy,521.0,84.88,73.26,11.34,45.62,428.0,550.0,609.1,42.31,617.5,44.28,2021,6,2,181.1,Strong,15814.7,5.974274868241625,Jun
2021-07-05,Krishna Inst.,2146.0,5.26,1.89,2.9,3.86,825.0,1009.0,1096.8,32.95,1206.6,46.25,2021,7,3,271.79999999999995,Strong,15834.35,4.189120722214534,Jul
2021-07-07,India Pesticide,800.0,2.64,1.36,4.4,3.25,296.0,360.0,335.45,13.33,337.4,13.99,2021,7,3,39.44999999999999,Moderate,15879.65,3.778726852683878,Jul
2021-07-19,G R Infra,963.28,93.18,73.01,4.89,43.48,837.0,1700.0,1746.8,108.7,1730.85,106.79,2021,7,3,909.8,Blockbuster,15752.4,0.0047614059479395,Jul
2021-07-19,Clean Science,1546.0,156.37,206.43,9.0,93.41,900.0,1784.4,1585.2,76.13,1682.8,86.98,2021,7,3,685.2,Blockbuster,15752.4,0.0047614059479395,Jul
2021-07-23,Zomato,9375.0,51.79,32.96,7.45,38.25,76.0,115.0,125.85,65.59,133.35,75.46,2021,7,3,49.85,Blockbuster,15856.05,0.7516957633715071,Jul
2021-07-29,Tatva Chintan,500.0,2.55,9.78,13.36,9.5,1083.0,2111.8,2310.25,113.32,2268.5,109.46,2021,7,3,1227.25,Blockbuster,15778.45,0.0691293193933129,Jul
